vehicle_id,shape_collider,length,width
37414,passenger,5,1.8
37415,passenger,5,1.8
37416,passenger,5,1.8
37417,delivery,6.5,2.16
37418,passenger,5,1.8
37420,motorcycle,2.2,0.9
37422,passenger,5,1.8
37423,passenger,5,1.8
37424,motorcycle,2.2,0.9
37425,delivery,6.5,2.16
37426,delivery,6.5,2.16
37427,passenger,5,1.8
37428,motorcycle,2.2,0.9
37429,delivery,6.5,2.16
37430,passenger,5,1.8
37431,delivery,6.5,2.16
37432,passenger,5,1.8
37433,passenger,5,1.8
37434,moped,2.1,0.8
37435,delivery,6.5,2.16
37436,passenger,5,1.8
37437,passenger,5,1.8
37438,passenger,5,1.8
37439,bus,12,2.5
37440,moped,2.1,0.8
37441,delivery,6.5,2.16
37442,passenger,5,1.8
37443,motorcycle,2.2,0.9
37444,delivery,6.5,2.16
37446,motorcycle,2.2,0.9
37447,delivery,6.5,2.16
37448,moped,2.1,0.8
37449,moped,2.1,0.8
37450,passenger,5,1.8
37451,passenger,5,1.8
37452,motorcycle,2.2,0.9
37453,delivery,6.5,2.16
37454,passenger,5,1.8
37455,passenger,5,1.8
37456,bus,12,2.5
37457,moped,2.1,0.8
37458,delivery,6.5,2.16
37459,passenger,5,1.8
37460,passenger,5,1.8
37461,passenger,5,1.8
37462,motorcycle,2.2,0.9
37463,delivery,6.5,2.16
37464,delivery,6.5,2.16
37465,moped,2.1,0.8
37466,delivery,6.5,2.16
37467,motorcycle,2.2,0.9
37468,moped,2.1,0.8
37469,passenger,5,1.8
37470,delivery,6.5,2.16
37471,moped,2.1,0.8
37472,passenger,5,1.8
37474,delivery,6.5,2.16
37475,passenger,5,1.8
37476,moped,2.1,0.8
37477,delivery,6.5,2.16
37478,motorcycle,2.2,0.9
37479,motorcycle,2.2,0.9
37480,moped,2.1,0.8
37481,delivery,6.5,2.16
37482,motorcycle,2.2,0.9
37483,delivery,6.5,2.16
37484,passenger,5,1.8
37485,delivery,6.5,2.16
37486,moped,2.1,0.8
37487,delivery,6.5,2.16
37488,delivery,6.5,2.16
37489,delivery,6.5,2.16
37490,passenger,5,1.8
37493,delivery,6.5,2.16
37494,passenger,5,1.8
37496,motorcycle,2.2,0.9
37497,motorcycle,2.2,0.9
37498,moped,2.1,0.8
37499,delivery,6.5,2.16
37500,passenger,5,1.8
37501,moped,2.1,0.8
37502,delivery,6.5,2.16
37503,bus,12,2.5
37504,delivery,6.5,2.16
37505,passenger,5,1.8
37506,passenger,5,1.8
37507,delivery,6.5,2.16
37508,passenger,5,1.8
37509,delivery,6.5,2.16
37510,motorcycle,2.2,0.9
37511,passenger,5,1.8
37512,passenger,5,1.8
37513,motorcycle,2.2,0.9
37514,moped,2.1,0.8
37515,bus,12,2.5
37516,delivery,6.5,2.16
37517,bus,12,2.5
37518,delivery,6.5,2.16
37519,delivery,6.5,2.16
37520,motorcycle,2.2,0.9
37521,passenger,5,1.8
37522,delivery,6.5,2.16
37523,passenger,5,1.8
37524,passenger,5,1.8
37525,passenger,5,1.8
37526,passenger,5,1.8
37527,delivery,6.5,2.16
37529,delivery,6.5,2.16
37530,passenger,5,1.8
37533,delivery,6.5,2.16
37534,moped,2.1,0.8
37536,passenger,5,1.8
37537,passenger,5,1.8
37538,passenger,5,1.8
37540,motorcycle,2.2,0.9
37541,motorcycle,2.2,0.9
37542,delivery,6.5,2.16
37543,delivery,6.5,2.16
37544,delivery,6.5,2.16
37545,passenger,5,1.8
37547,passenger,5,1.8
37548,delivery,6.5,2.16
37550,passenger,5,1.8
37551,delivery,6.5,2.16
37552,motorcycle,2.2,0.9
37553,motorcycle,2.2,0.9
37554,moped,2.1,0.8
37555,delivery,6.5,2.16
37556,delivery,6.5,2.16
37558,passenger,5,1.8
37559,moped,2.1,0.8
37560,passenger,5,1.8
37561,motorcycle,2.2,0.9
37562,passenger,5,1.8
37564,passenger,5,1.8
37565,delivery,6.5,2.16
37566,delivery,6.5,2.16
37567,passenger,5,1.8
37570,passenger,5,1.8
37571,motorcycle,2.2,0.9
37572,delivery,6.5,2.16
37573,passenger,5,1.8
37574,delivery,6.5,2.16
37575,passenger,5,1.8
37576,delivery,6.5,2.16
37577,passenger,5,1.8
37578,delivery,6.5,2.16
37579,motorcycle,2.2,0.9
37582,delivery,6.5,2.16
37583,delivery,6.5,2.16
37584,bus,12,2.5
37586,passenger,5,1.8
37587,delivery,6.5,2.16
37588,bus,12,2.5
37589,delivery,6.5,2.16
37591,delivery,6.5,2.16
37592,delivery,6.5,2.16
37594,motorcycle,2.2,0.9
37596,motorcycle,2.2,0.9
37597,motorcycle,2.2,0.9
37598,motorcycle,2.2,0.9
37599,delivery,6.5,2.16
37601,moped,2.1,0.8
37603,passenger,5,1.8
37604,moped,2.1,0.8
37605,delivery,6.5,2.16
37606,passenger,5,1.8
37607,delivery,6.5,2.16
37609,delivery,6.5,2.16
37611,moped,2.1,0.8
37612,delivery,6.5,2.16
37613,moped,2.1,0.8
37614,passenger,5,1.8
37616,passenger,5,1.8
37617,delivery,6.5,2.16
37618,moped,2.1,0.8
37619,passenger,5,1.8
37620,motorcycle,2.2,0.9
37621,delivery,6.5,2.16
37622,passenger,5,1.8
37623,passenger,5,1.8
37624,passenger,5,1.8
37625,delivery,6.5,2.16
37626,delivery,6.5,2.16
37627,moped,2.1,0.8
37628,passenger,5,1.8
37629,delivery,6.5,2.16
37630,passenger,5,1.8
37631,delivery,6.5,2.16
37632,passenger,5,1.8
37633,passenger,5,1.8
37634,delivery,6.5,2.16
37635,delivery,6.5,2.16
37637,passenger,5,1.8
37638,bus,12,2.5
37639,delivery,6.5,2.16
37641,moped,2.1,0.8
37642,passenger,5,1.8
37643,bus,12,2.5
37644,delivery,6.5,2.16
37645,delivery,6.5,2.16
37646,moped,2.1,0.8
37647,passenger,5,1.8
37648,passenger,5,1.8
37649,delivery,6.5,2.16
37650,passenger,5,1.8
37651,passenger,5,1.8
37652,passenger,5,1.8
37653,passenger,5,1.8
37654,passenger,5,1.8
37656,passenger,5,1.8
37657,delivery,6.5,2.16
37659,passenger,5,1.8
37660,passenger,5,1.8
37661,motorcycle,2.2,0.9
37662,passenger,5,1.8
37663,passenger,5,1.8
37665,moped,2.1,0.8
37666,passenger,5,1.8
37668,delivery,6.5,2.16
37669,moped,2.1,0.8
37670,delivery,6.5,2.16
37671,passenger,5,1.8
37672,motorcycle,2.2,0.9
37673,passenger,5,1.8
37674,bus,12,2.5
37676,delivery,6.5,2.16
37678,motorcycle,2.2,0.9
37679,delivery,6.5,2.16
37681,bus,12,2.5
37682,bus,12,2.5
37683,moped,2.1,0.8
37684,moped,2.1,0.8
37685,delivery,6.5,2.16
37686,motorcycle,2.2,0.9
37688,moped,2.1,0.8
37689,motorcycle,2.2,0.9
37690,motorcycle,2.2,0.9
37691,delivery,6.5,2.16
37693,passenger,5,1.8
37695,delivery,6.5,2.16
37696,passenger,5,1.8
37697,bus,12,2.5
37699,passenger,5,1.8
37701,moped,2.1,0.8
37703,passenger,5,1.8
37704,moped,2.1,0.8
37705,delivery,6.5,2.16
37707,delivery,6.5,2.16
37708,passenger,5,1.8
37709,delivery,6.5,2.16
37710,passenger,5,1.8
37711,moped,2.1,0.8
37712,motorcycle,2.2,0.9
37713,motorcycle,2.2,0.9
37714,passenger,5,1.8
37715,moped,2.1,0.8
37716,delivery,6.5,2.16
37717,motorcycle,2.2,0.9
37718,delivery,6.5,2.16
37719,delivery,6.5,2.16
37720,delivery,6.5,2.16
37721,bus,12,2.5
37722,delivery,6.5,2.16
37723,delivery,6.5,2.16
37724,passenger,5,1.8
37725,delivery,6.5,2.16
37726,delivery,6.5,2.16
37727,delivery,6.5,2.16
37729,delivery,6.5,2.16
37730,moped,2.1,0.8
37732,motorcycle,2.2,0.9
37733,bus,12,2.5
37734,passenger,5,1.8
37735,passenger,5,1.8
37736,bus,12,2.5
37737,passenger,5,1.8
37738,delivery,6.5,2.16
37739,bus,12,2.5
37741,delivery,6.5,2.16
37742,delivery,6.5,2.16
37743,delivery,6.5,2.16
37745,motorcycle,2.2,0.9
37746,delivery,6.5,2.16
37747,delivery,6.5,2.16
37748,delivery,6.5,2.16
37749,delivery,6.5,2.16
37750,delivery,6.5,2.16
37751,passenger,5,1.8
37752,passenger,5,1.8
37753,motorcycle,2.2,0.9
37755,motorcycle,2.2,0.9
37756,motorcycle,2.2,0.9
37757,motorcycle,2.2,0.9
37758,delivery,6.5,2.16
37759,bus,12,2.5
37761,moped,2.1,0.8
37762,motorcycle,2.2,0.9
37763,delivery,6.5,2.16
37765,passenger,5,1.8
37766,delivery,6.5,2.16
37767,motorcycle,2.2,0.9
37768,motorcycle,2.2,0.9
37769,delivery,6.5,2.16
37770,motorcycle,2.2,0.9
37771,bus,12,2.5
37772,delivery,6.5,2.16
37773,passenger,5,1.8
37774,moped,2.1,0.8
37775,delivery,6.5,2.16
37776,moped,2.1,0.8
37777,passenger,5,1.8
37778,delivery,6.5,2.16
37779,delivery,6.5,2.16
37780,delivery,6.5,2.16
37782,moped,2.1,0.8
37783,delivery,6.5,2.16
37784,delivery,6.5,2.16
37786,delivery,6.5,2.16
37787,motorcycle,2.2,0.9
37789,moped,2.1,0.8
37791,delivery,6.5,2.16
37792,passenger,5,1.8
37793,delivery,6.5,2.16
37794,moped,2.1,0.8
37795,passenger,5,1.8
37796,motorcycle,2.2,0.9
37797,delivery,6.5,2.16
37798,passenger,5,1.8
37799,delivery,6.5,2.16
37800,bus,12,2.5
37801,delivery,6.5,2.16
37802,passenger,5,1.8
37803,delivery,6.5,2.16
37804,delivery,6.5,2.16
37805,passenger,5,1.8
37806,moped,2.1,0.8
37807,delivery,6.5,2.16
37808,passenger,5,1.8
37809,passenger,5,1.8
37810,delivery,6.5,2.16
37811,motorcycle,2.2,0.9
37813,passenger,5,1.8
37814,delivery,6.5,2.16
37815,motorcycle,2.2,0.9
37816,moped,2.1,0.8
37817,delivery,6.5,2.16
37819,delivery,6.5,2.16
37820,passenger,5,1.8
37821,passenger,5,1.8
37822,delivery,6.5,2.16
37823,moped,2.1,0.8
37824,bus,12,2.5
37825,bus,12,2.5
37826,motorcycle,2.2,0.9
37827,delivery,6.5,2.16
37828,motorcycle,2.2,0.9
37829,passenger,5,1.8
37831,passenger,5,1.8
37833,passenger,5,1.8
37834,motorcycle,2.2,0.9
37835,passenger,5,1.8
37836,delivery,6.5,2.16
37837,bus,12,2.5
37838,delivery,6.5,2.16
37839,passenger,5,1.8
37840,delivery,6.5,2.16
37842,moped,2.1,0.8
37843,passenger,5,1.8
37844,passenger,5,1.8
37845,passenger,5,1.8
37846,passenger,5,1.8
37847,delivery,6.5,2.16
37848,passenger,5,1.8
37849,moped,2.1,0.8
37850,delivery,6.5,2.16
37851,bus,12,2.5
37852,delivery,6.5,2.16
37853,motorcycle,2.2,0.9
37854,delivery,6.5,2.16
37855,passenger,5,1.8
37856,motorcycle,2.2,0.9
37857,passenger,5,1.8
37858,motorcycle,2.2,0.9
37859,delivery,6.5,2.16
37860,motorcycle,2.2,0.9
37861,motorcycle,2.2,0.9
37862,passenger,5,1.8
37864,moped,2.1,0.8
37865,motorcycle,2.2,0.9
37866,delivery,6.5,2.16
37867,passenger,5,1.8
37870,passenger,5,1.8
37873,passenger,5,1.8
37874,passenger,5,1.8
37875,passenger,5,1.8
37876,delivery,6.5,2.16
37879,motorcycle,2.2,0.9
37880,passenger,5,1.8
37881,moped,2.1,0.8
37882,delivery,6.5,2.16
37883,delivery,6.5,2.16
37884,passenger,5,1.8
37885,passenger,5,1.8
37887,passenger,5,1.8
37888,delivery,6.5,2.16
37889,passenger,5,1.8
37890,motorcycle,2.2,0.9
37891,motorcycle,2.2,0.9
37892,delivery,6.5,2.16
37893,passenger,5,1.8
37894,passenger,5,1.8
37895,bus,12,2.5
37897,delivery,6.5,2.16
37898,motorcycle,2.2,0.9
37899,bus,12,2.5
37900,passenger,5,1.8
37901,delivery,6.5,2.16
37903,delivery,6.5,2.16
37905,delivery,6.5,2.16
37906,delivery,6.5,2.16
37907,passenger,5,1.8
37910,motorcycle,2.2,0.9
37911,passenger,5,1.8
37913,delivery,6.5,2.16
37914,delivery,6.5,2.16
37915,delivery,6.5,2.16
37916,passenger,5,1.8
37917,delivery,6.5,2.16
37918,delivery,6.5,2.16
37919,delivery,6.5,2.16
37920,moped,2.1,0.8
37921,motorcycle,2.2,0.9
37922,passenger,5,1.8
37923,bus,12,2.5
37924,delivery,6.5,2.16
37925,motorcycle,2.2,0.9
37926,passenger,5,1.8
37927,passenger,5,1.8
37928,delivery,6.5,2.16
37929,motorcycle,2.2,0.9
37930,delivery,6.5,2.16
37931,passenger,5,1.8
37932,delivery,6.5,2.16
37933,motorcycle,2.2,0.9
37934,moped,2.1,0.8
37935,passenger,5,1.8
37936,bus,12,2.5
37937,moped,2.1,0.8
37939,delivery,6.5,2.16
37940,moped,2.1,0.8
37941,passenger,5,1.8
37942,passenger,5,1.8
37945,delivery,6.5,2.16
37946,delivery,6.5,2.16
37947,delivery,6.5,2.16
37948,passenger,5,1.8
37949,passenger,5,1.8
37950,passenger,5,1.8
37952,passenger,5,1.8
37953,passenger,5,1.8
37954,motorcycle,2.2,0.9
37955,passenger,5,1.8
37957,motorcycle,2.2,0.9
37958,delivery,6.5,2.16
37959,motorcycle,2.2,0.9
37960,delivery,6.5,2.16
37961,moped,2.1,0.8
37962,delivery,6.5,2.16
37963,motorcycle,2.2,0.9
37964,passenger,5,1.8
37965,motorcycle,2.2,0.9
37966,moped,2.1,0.8
37967,passenger,5,1.8
37968,delivery,6.5,2.16
37969,passenger,5,1.8
37970,delivery,6.5,2.16
37971,passenger,5,1.8
37972,delivery,6.5,2.16
37973,delivery,6.5,2.16
37974,delivery,6.5,2.16
37975,motorcycle,2.2,0.9
37976,delivery,6.5,2.16
37977,motorcycle,2.2,0.9
37979,passenger,5,1.8
37981,passenger,5,1.8
37982,delivery,6.5,2.16
37983,delivery,6.5,2.16
37985,delivery,6.5,2.16
37986,passenger,5,1.8
37987,passenger,5,1.8
37988,delivery,6.5,2.16
37989,moped,2.1,0.8
37990,passenger,5,1.8
37991,delivery,6.5,2.16
37992,passenger,5,1.8
37993,delivery,6.5,2.16
37995,motorcycle,2.2,0.9
37996,passenger,5,1.8
37997,moped,2.1,0.8
37998,bus,12,2.5
37999,passenger,5,1.8
38000,passenger,5,1.8
38001,delivery,6.5,2.16
38002,delivery,6.5,2.16
38003,bus,12,2.5
38004,passenger,5,1.8
38005,delivery,6.5,2.16
38006,passenger,5,1.8
38007,motorcycle,2.2,0.9
38008,delivery,6.5,2.16
38009,motorcycle,2.2,0.9
38010,passenger,5,1.8
38011,bus,12,2.5
38012,passenger,5,1.8
38014,motorcycle,2.2,0.9
38015,delivery,6.5,2.16
38016,passenger,5,1.8
38017,passenger,5,1.8
38018,delivery,6.5,2.16
38019,motorcycle,2.2,0.9
38020,delivery,6.5,2.16
38021,passenger,5,1.8
38022,delivery,6.5,2.16
38024,delivery,6.5,2.16
38028,moped,2.1,0.8
38029,delivery,6.5,2.16
38030,delivery,6.5,2.16
38031,delivery,6.5,2.16
38034,passenger,5,1.8
38035,delivery,6.5,2.16
38036,passenger,5,1.8
38037,passenger,5,1.8
38038,passenger,5,1.8
38039,delivery,6.5,2.16
38040,delivery,6.5,2.16
38041,delivery,6.5,2.16
38042,passenger,5,1.8
38043,delivery,6.5,2.16
38044,passenger,5,1.8
38045,passenger,5,1.8
38046,passenger,5,1.8
38047,motorcycle,2.2,0.9
38048,bus,12,2.5
38052,motorcycle,2.2,0.9
38053,passenger,5,1.8
38054,passenger,5,1.8
38056,motorcycle,2.2,0.9
38057,delivery,6.5,2.16
38058,passenger,5,1.8
38059,delivery,6.5,2.16
38060,delivery,6.5,2.16
38061,delivery,6.5,2.16
38062,bus,12,2.5
38063,delivery,6.5,2.16
38064,delivery,6.5,2.16
38065,delivery,6.5,2.16
38066,moped,2.1,0.8
38067,motorcycle,2.2,0.9
38068,bus,12,2.5
38069,passenger,5,1.8
38070,motorcycle,2.2,0.9
38071,passenger,5,1.8
38072,motorcycle,2.2,0.9
38073,bus,12,2.5
38074,delivery,6.5,2.16
38075,delivery,6.5,2.16
38076,motorcycle,2.2,0.9
38077,passenger,5,1.8
38078,motorcycle,2.2,0.9
38079,passenger,5,1.8
38080,bus,12,2.5
38081,delivery,6.5,2.16
38082,passenger,5,1.8
38083,delivery,6.5,2.16
38084,moped,2.1,0.8
38085,passenger,5,1.8
38086,motorcycle,2.2,0.9
38087,delivery,6.5,2.16
38088,passenger,5,1.8
38089,bus,12,2.5
38090,moped,2.1,0.8
38091,delivery,6.5,2.16
38092,delivery,6.5,2.16
38093,motorcycle,2.2,0.9
38094,delivery,6.5,2.16
38095,delivery,6.5,2.16
38096,delivery,6.5,2.16
38097,delivery,6.5,2.16
38098,passenger,5,1.8
38099,passenger,5,1.8
38100,motorcycle,2.2,0.9
38101,passenger,5,1.8
38102,passenger,5,1.8
38103,delivery,6.5,2.16
38104,delivery,6.5,2.16
38105,delivery,6.5,2.16
38106,delivery,6.5,2.16
38107,delivery,6.5,2.16
38108,motorcycle,2.2,0.9
38109,delivery,6.5,2.16
38110,delivery,6.5,2.16
38111,passenger,5,1.8
38112,passenger,5,1.8
38113,bus,12,2.5
38114,bus,12,2.5
38115,passenger,5,1.8
38116,passenger,5,1.8
38117,motorcycle,2.2,0.9
38118,moped,2.1,0.8
38119,passenger,5,1.8
38120,moped,2.1,0.8
38121,motorcycle,2.2,0.9
38122,passenger,5,1.8
38123,delivery,6.5,2.16
38125,delivery,6.5,2.16
38126,delivery,6.5,2.16
38127,passenger,5,1.8
38128,passenger,5,1.8
38129,passenger,5,1.8
38130,delivery,6.5,2.16
38131,passenger,5,1.8
38132,motorcycle,2.2,0.9
38133,delivery,6.5,2.16
38134,passenger,5,1.8
38135,passenger,5,1.8
38136,delivery,6.5,2.16
38137,delivery,6.5,2.16
38138,bus,12,2.5
38139,delivery,6.5,2.16
38140,delivery,6.5,2.16
38141,bus,12,2.5
38142,delivery,6.5,2.16
38143,motorcycle,2.2,0.9
38144,passenger,5,1.8
38145,delivery,6.5,2.16
38146,passenger,5,1.8
38147,delivery,6.5,2.16
38149,passenger,5,1.8
38150,passenger,5,1.8
38151,delivery,6.5,2.16
38152,delivery,6.5,2.16
38153,delivery,6.5,2.16
38154,delivery,6.5,2.16
38155,passenger,5,1.8
38156,motorcycle,2.2,0.9
38157,bus,12,2.5
38158,passenger,5,1.8
38159,delivery,6.5,2.16
38160,passenger,5,1.8
38162,delivery,6.5,2.16
38164,passenger,5,1.8
38165,delivery,6.5,2.16
38166,passenger,5,1.8
38167,passenger,5,1.8
38170,bus,12,2.5
38171,moped,2.1,0.8
38172,passenger,5,1.8
38175,moped,2.1,0.8
38176,passenger,5,1.8
38177,delivery,6.5,2.16
38179,passenger,5,1.8
38180,delivery,6.5,2.16
38181,passenger,5,1.8
38184,passenger,5,1.8
38185,delivery,6.5,2.16
38186,motorcycle,2.2,0.9
38187,delivery,6.5,2.16
38191,delivery,6.5,2.16
38193,moped,2.1,0.8
38194,delivery,6.5,2.16
38196,moped,2.1,0.8
38197,delivery,6.5,2.16
38198,motorcycle,2.2,0.9
38199,passenger,5,1.8
38200,motorcycle,2.2,0.9
38201,delivery,6.5,2.16
38202,delivery,6.5,2.16
38203,passenger,5,1.8
38204,motorcycle,2.2,0.9
38205,delivery,6.5,2.16
38206,passenger,5,1.8
38207,delivery,6.5,2.16
38208,moped,2.1,0.8
38209,passenger,5,1.8
38210,passenger,5,1.8
38212,passenger,5,1.8
38213,delivery,6.5,2.16
38214,motorcycle,2.2,0.9
38215,delivery,6.5,2.16
38217,moped,2.1,0.8
38220,moped,2.1,0.8
38221,moped,2.1,0.8
38222,passenger,5,1.8
38224,delivery,6.5,2.16
38226,delivery,6.5,2.16
38227,moped,2.1,0.8
38230,passenger,5,1.8
38231,passenger,5,1.8
38232,motorcycle,2.2,0.9
38233,delivery,6.5,2.16
38234,passenger,5,1.8
38235,delivery,6.5,2.16
38236,passenger,5,1.8
38237,motorcycle,2.2,0.9
38238,passenger,5,1.8
38239,delivery,6.5,2.16
38241,moped,2.1,0.8
38242,delivery,6.5,2.16
38243,passenger,5,1.8
38244,delivery,6.5,2.16
38245,moped,2.1,0.8
38246,passenger,5,1.8
38247,moped,2.1,0.8
38248,delivery,6.5,2.16
38249,delivery,6.5,2.16
38251,delivery,6.5,2.16
38252,moped,2.1,0.8
38253,passenger,5,1.8
38254,bus,12,2.5
38255,bus,12,2.5
38256,delivery,6.5,2.16
38257,passenger,5,1.8
38258,delivery,6.5,2.16
38259,delivery,6.5,2.16
38260,motorcycle,2.2,0.9
38261,motorcycle,2.2,0.9
38262,bus,12,2.5
38263,delivery,6.5,2.16
38264,motorcycle,2.2,0.9
38265,passenger,5,1.8
38266,moped,2.1,0.8
38267,moped,2.1,0.8
38268,passenger,5,1.8
38269,passenger,5,1.8
38270,delivery,6.5,2.16
38271,delivery,6.5,2.16
38272,delivery,6.5,2.16
38273,passenger,5,1.8
38274,delivery,6.5,2.16
38275,delivery,6.5,2.16
38276,passenger,5,1.8
38278,delivery,6.5,2.16
38279,delivery,6.5,2.16
38281,moped,2.1,0.8
38282,passenger,5,1.8
38283,passenger,5,1.8
38284,passenger,5,1.8
38285,delivery,6.5,2.16
38286,passenger,5,1.8
38288,passenger,5,1.8
38289,delivery,6.5,2.16
38291,passenger,5,1.8
38292,bus,12,2.5
38293,delivery,6.5,2.16
38294,delivery,6.5,2.16
38295,passenger,5,1.8
38296,motorcycle,2.2,0.9
38297,delivery,6.5,2.16
38298,passenger,5,1.8
38300,motorcycle,2.2,0.9
38301,delivery,6.5,2.16
38302,delivery,6.5,2.16
38303,passenger,5,1.8
38304,motorcycle,2.2,0.9
38305,motorcycle,2.2,0.9
38306,passenger,5,1.8
38307,delivery,6.5,2.16
38308,passenger,5,1.8
38309,motorcycle,2.2,0.9
38310,delivery,6.5,2.16
38311,passenger,5,1.8
38312,passenger,5,1.8
38313,delivery,6.5,2.16
38314,motorcycle,2.2,0.9
38315,delivery,6.5,2.16
38316,passenger,5,1.8
38317,delivery,6.5,2.16
38318,passenger,5,1.8
38319,passenger,5,1.8
38321,bus,12,2.5
38323,passenger,5,1.8
38324,moped,2.1,0.8
38325,motorcycle,2.2,0.9
38326,motorcycle,2.2,0.9
38327,bus,12,2.5
38328,passenger,5,1.8
38329,delivery,6.5,2.16
38332,passenger,5,1.8
38333,motorcycle,2.2,0.9
38334,delivery,6.5,2.16
38335,passenger,5,1.8
38336,moped,2.1,0.8
38337,passenger,5,1.8
38338,delivery,6.5,2.16
38339,passenger,5,1.8
38341,delivery,6.5,2.16
38342,moped,2.1,0.8
38343,passenger,5,1.8
38345,delivery,6.5,2.16
38346,moped,2.1,0.8
38347,passenger,5,1.8
38348,passenger,5,1.8
38349,moped,2.1,0.8
38350,motorcycle,2.2,0.9
38351,delivery,6.5,2.16
38352,delivery,6.5,2.16
38353,passenger,5,1.8
38354,delivery,6.5,2.16
38355,motorcycle,2.2,0.9
38356,motorcycle,2.2,0.9
38357,delivery,6.5,2.16
38359,passenger,5,1.8
38360,delivery,6.5,2.16
38361,passenger,5,1.8
38362,delivery,6.5,2.16
38363,moped,2.1,0.8
38364,delivery,6.5,2.16
38365,delivery,6.5,2.16
38366,bus,12,2.5
38367,passenger,5,1.8
38368,passenger,5,1.8
38369,passenger,5,1.8
38370,delivery,6.5,2.16
38371,motorcycle,2.2,0.9
38372,motorcycle,2.2,0.9
38373,delivery,6.5,2.16
38374,delivery,6.5,2.16
38375,motorcycle,2.2,0.9
38376,moped,2.1,0.8
38377,passenger,5,1.8
38378,passenger,5,1.8
38379,bus,12,2.5
38380,bus,12,2.5
38381,moped,2.1,0.8
38382,passenger,5,1.8
38383,delivery,6.5,2.16
38384,motorcycle,2.2,0.9
38385,delivery,6.5,2.16
38386,moped,2.1,0.8
38387,motorcycle,2.2,0.9
38388,passenger,5,1.8
38390,passenger,5,1.8
38391,moped,2.1,0.8
38393,delivery,6.5,2.16
38394,motorcycle,2.2,0.9
38395,motorcycle,2.2,0.9
38396,delivery,6.5,2.16
38397,moped,2.1,0.8
38398,delivery,6.5,2.16
38399,passenger,5,1.8
38400,bus,12,2.5
38401,delivery,6.5,2.16
38402,passenger,5,1.8
38403,passenger,5,1.8
38404,motorcycle,2.2,0.9
38405,moped,2.1,0.8
38406,motorcycle,2.2,0.9
38407,delivery,6.5,2.16
38408,moped,2.1,0.8
38409,delivery,6.5,2.16
38410,passenger,5,1.8
38411,passenger,5,1.8
38412,passenger,5,1.8
38413,delivery,6.5,2.16
38414,passenger,5,1.8
38415,passenger,5,1.8
38416,passenger,5,1.8
38417,delivery,6.5,2.16
38418,delivery,6.5,2.16
38419,passenger,5,1.8
38420,motorcycle,2.2,0.9
38422,delivery,6.5,2.16
38423,passenger,5,1.8
38424,delivery,6.5,2.16
38425,motorcycle,2.2,0.9
38427,passenger,5,1.8
38428,delivery,6.5,2.16
38429,delivery,6.5,2.16
38430,passenger,5,1.8
38431,passenger,5,1.8
38432,passenger,5,1.8
38433,bus,12,2.5
38434,passenger,5,1.8
38435,passenger,5,1.8
38436,delivery,6.5,2.16
38437,delivery,6.5,2.16
38438,moped,2.1,0.8
38439,moped,2.1,0.8
38440,passenger,5,1.8
38441,passenger,5,1.8
38442,moped,2.1,0.8
38443,delivery,6.5,2.16
38444,moped,2.1,0.8
38446,motorcycle,2.2,0.9
38447,motorcycle,2.2,0.9
38448,moped,2.1,0.8
38449,passenger,5,1.8
38451,delivery,6.5,2.16
38452,passenger,5,1.8
38453,delivery,6.5,2.16
38454,delivery,6.5,2.16
38455,motorcycle,2.2,0.9
38456,moped,2.1,0.8
38457,passenger,5,1.8
38458,passenger,5,1.8
38460,moped,2.1,0.8
38461,passenger,5,1.8
38462,delivery,6.5,2.16
38463,delivery,6.5,2.16
38464,motorcycle,2.2,0.9
38465,delivery,6.5,2.16
38466,delivery,6.5,2.16
38467,delivery,6.5,2.16
38468,motorcycle,2.2,0.9
38469,motorcycle,2.2,0.9
38470,delivery,6.5,2.16
38471,delivery,6.5,2.16
38472,motorcycle,2.2,0.9
38473,moped,2.1,0.8
38474,delivery,6.5,2.16
38475,passenger,5,1.8
38476,motorcycle,2.2,0.9
38477,delivery,6.5,2.16
38478,delivery,6.5,2.16
38479,delivery,6.5,2.16
38480,moped,2.1,0.8
38481,passenger,5,1.8
38482,delivery,6.5,2.16
38483,passenger,5,1.8
38484,passenger,5,1.8
38485,passenger,5,1.8
38486,passenger,5,1.8
38487,bus,12,2.5
38488,moped,2.1,0.8
38489,passenger,5,1.8
38490,passenger,5,1.8
38491,delivery,6.5,2.16
38494,delivery,6.5,2.16
38495,moped,2.1,0.8
38496,moped,2.1,0.8
38497,bus,12,2.5
38499,moped,2.1,0.8
38500,motorcycle,2.2,0.9
38501,motorcycle,2.2,0.9
38502,motorcycle,2.2,0.9
38503,bus,12,2.5
38504,delivery,6.5,2.16
38505,passenger,5,1.8
38506,moped,2.1,0.8
38507,moped,2.1,0.8
38508,passenger,5,1.8
38509,passenger,5,1.8
38510,passenger,5,1.8
38511,delivery,6.5,2.16
38512,passenger,5,1.8
38513,delivery,6.5,2.16
38515,delivery,6.5,2.16
38516,bus,12,2.5
38518,passenger,5,1.8
38520,passenger,5,1.8
38521,motorcycle,2.2,0.9
38522,delivery,6.5,2.16
38523,passenger,5,1.8
38524,passenger,5,1.8
38526,delivery,6.5,2.16
38527,motorcycle,2.2,0.9
38528,motorcycle,2.2,0.9
38529,motorcycle,2.2,0.9
38530,moped,2.1,0.8
38531,moped,2.1,0.8
38532,passenger,5,1.8
38533,passenger,5,1.8
38534,moped,2.1,0.8
