,vehicle_id,shape_collider
93462903,60577,delivery
93485103,60578,motorcycle
93498303,60579,delivery
93500103,60580,moped
93504903,60581,delivery
93505503,60582,motorcycle
93506103,60583,delivery
93507303,60584,passenger
93512103,60585,delivery
93514503,60586,delivery
93515703,60587,passenger
93517503,60588,moped
93518703,60589,motorcycle
93520500,60590,motorcycle
93520501,60591,moped
93521101,60592,delivery
93522301,60593,delivery
93527700,60594,passenger
93533700,60595,moped
93534300,60596,delivery
93534900,60597,passenger
93535500,60598,passenger
93536100,60599,moped
93539093,60600,bus
93539094,60601,passenger
93539095,60602,bus
93540294,60604,passenger
93543894,60605,motorcycle
93545094,60606,delivery
93547494,60607,passenger
93548094,60608,motorcycle
93549292,60609,passenger
93549891,60611,bus
93552288,60613,passenger
93561285,60614,delivery
93561286,60615,motorcycle
93566082,60616,delivery
93566083,60617,moped
93566683,60618,motorcycle
93570280,60619,delivery
93571478,60621,passenger
93571479,60622,passenger
93578679,60623,delivery
93581079,60624,motorcycle
93582279,60625,delivery
93582878,60626,delivery
93582879,60627,passenger
93584078,60628,bus
93586478,60629,motorcycle
93588275,60630,passenger
93588276,60631,motorcycle
93597876,60632,passenger
93603276,60633,passenger
93603876,60634,delivery
93611076,60635,passenger
93611675,60636,motorcycle
93611676,60637,passenger
93612876,60638,delivery
93621276,60639,delivery
93624873,60640,passenger
93624874,60641,passenger
93627271,60642,motorcycle
93627272,60643,passenger
93636869,60644,bus
93636870,60645,moped
93642267,60646,passenger
93642268,60647,delivery
93648265,60648,passenger
93648266,60649,delivery
93649466,60650,moped
93656065,60651,delivery
93672262,60652,delivery
93672263,60653,passenger
93685460,60654,delivery
93685461,60655,delivery
93702858,60656,delivery
93702859,60657,delivery
93723256,60658,delivery
93723257,60659,passenger
93730454,60660,delivery
93730455,60661,passenger
93732852,60662,delivery
93732853,60663,delivery
93737048,60664,passenger
93737049,60665,moped
93737648,60666,bus
93737649,60667,passenger
93740048,60668,delivery
93741839,60669,motorcycle
93741840,60670,delivery
93741841,60671,passenger
93741842,60672,delivery
93742441,60673,delivery
93742442,60674,motorcycle
93744840,60675,delivery
93745438,60676,delivery
93746037,60677,delivery
93746637,60678,passenger
93748437,60679,passenger
93767037,60680,delivery
93767637,60681,passenger
93768237,60682,delivery
93773036,60683,delivery
93773635,60684,passenger
93773636,60685,passenger
93775436,60686,motorcycle
93777833,60687,delivery
93779032,60689,motorcycle
93781430,60690,moped
93782029,60691,passenger
93782030,60692,passenger
93782630,60693,passenger
93784427,60694,passenger
93784428,60695,passenger
93796423,60696,delivery
93796424,60697,delivery
93797023,60698,delivery
93797024,60699,delivery
93800023,60700,delivery
93800024,60701,moped
93800624,60702,passenger
93804224,60703,passenger
93806019,60704,passenger
93806020,60705,bus
93806619,60706,motorcycle
93806620,60707,delivery
93812617,60708,passenger
93812618,60709,moped
93818015,60710,motorcycle
93818016,60711,motorcycle
93821613,60712,passenger
93821614,60713,motorcycle
93824011,60714,bus
93824012,60715,bus
93825809,60716,passenger
93825810,60717,motorcycle
93828807,60718,delivery
93828808,60719,moped
93832405,60720,passenger
93832406,60721,moped
93861205,60722,motorcycle
93862402,60723,moped
93862403,60724,passenger
93865400,60725,moped
93865401,60726,delivery
93869000,60727,motorcycle
93887600,60728,passenger
93888200,60729,delivery
93889999,60730,bus
93890000,60731,motorcycle
93892400,60732,delivery
93894800,60733,delivery
93896000,60734,delivery
93897200,60735,delivery
93898400,60736,delivery
93913997,60737,moped
93913998,60738,moped
93918195,60739,passenger
93918196,60740,delivery
93920593,60741,delivery
93920594,60742,passenger
93922391,60743,passenger
93922392,60744,delivery
93923592,60745,passenger
93933189,60746,delivery
93933190,60747,passenger
93933788,60748,delivery
93934985,60750,delivery
93935585,60751,motorcycle
93936782,60752,motorcycle
93936783,60753,delivery
93943979,60754,delivery
93943980,60755,moped
93943981,60756,delivery
93949378,60757,motorcycle
93949379,60758,motorcycle
93950578,60759,moped
93963175,60760,passenger
93963176,60761,delivery
93969175,60762,delivery
93975774,60763,delivery
93975775,60764,delivery
93976972,60765,delivery
93978171,60767,motorcycle
93981769,60769,passenger
93984169,60770,passenger
93985969,60771,motorcycle
93995567,60772,passenger
93996166,60773,delivery
93996167,60774,delivery
94005164,60776,delivery
94007561,60777,moped
94007562,60778,motorcycle
94008757,60779,motorcycle
94008758,60780,motorcycle
94009357,60781,delivery
94009358,60782,passenger
94011155,60783,passenger
94011156,60784,passenger
94032156,60785,passenger
94033953,60786,passenger
94035747,60788,bus
94035148,60789,delivery
94035149,60790,passenger
94039344,60791,delivery
94039345,60792,motorcycle
94039944,60793,passenger
94041143,60795,passenger
94043540,60796,delivery
94043541,60797,passenger
94044740,60798,passenger
94048939,60799,delivery
94050738,60800,motorcycle
94056735,60801,bus
94056736,60802,delivery
94060331,60803,motorcycle
94060332,60804,delivery
94060931,60805,passenger
94060932,60806,delivery
94071729,60807,motorcycle
94071730,60808,passenger
94077727,60809,passenger
94077728,60810,passenger
94078927,60811,passenger
94086724,60812,passenger
94086725,60813,delivery
94089118,60816,delivery
94089119,60817,delivery
94093316,60818,moped
94093317,60819,passenger
94096914,60820,delivery
94096915,60821,delivery
94107714,60822,motorcycle
94108905,60823,delivery
94108906,60824,motorcycle
94108907,60825,delivery
94109505,60828,passenger
94110702,60830,delivery
94111302,60831,passenger
94113099,60832,passenger
94113100,60833,delivery
94114891,60834,delivery
94114295,60835,delivery
94116087,60839,motorcycle
94116088,60840,bus
94116688,60841,motorcycle
94119684,60842,passenger
94119685,60843,passenger
94121483,60845,motorcycle
94126880,60846,bus
94126881,60847,passenger
94128680,60848,passenger
94135875,60849,bus
94135876,60850,passenger
94136475,60851,delivery
94136476,60852,motorcycle
94145473,60853,moped
94145474,60854,moped
94162271,60855,delivery
94162272,60856,delivery
94170669,60857,passenger
94170670,60858,passenger
94178470,60859,delivery
94179670,60860,delivery
94180867,60861,delivery
94180868,60862,moped
94183868,60863,passenger
94190465,60864,passenger
94191658,60866,motorcycle
94191659,60867,delivery
94191660,60868,passenger
94192259,60869,delivery
94192260,60870,moped
94195258,60871,moped
94195857,60872,delivery
94195858,60873,passenger
94198857,60874,delivery
94201256,60875,motorcycle
94203053,60876,passenger
94203054,60877,passenger
94213249,60878,passenger
94213250,60879,motorcycle
94213251,60880,delivery
94215650,60881,passenger
94225247,60882,delivery
94225248,60883,delivery
94226445,60884,moped
94226446,60885,delivery
94230642,60886,passenger
94230643,60887,passenger
94231243,60888,passenger
94233640,60889,passenger
94234832,60891,bus
94234833,60892,delivery
94234834,60893,delivery
94234835,60894,delivery
94235435,60895,moped
94239035,60896,motorcycle
94242632,60897,passenger
94243231,60899,passenger
94244430,60900,passenger
94251624,60901,passenger
94251625,60902,delivery
94251626,60903,delivery
94252225,60904,motorcycle
94252226,60905,delivery
94253424,60906,delivery
94252825,60907,delivery
94256421,60908,delivery
94256422,60909,delivery
94258220,60911,bus
94259420,60912,passenger
94260617,60913,passenger
94260618,60914,moped
94262417,60915,passenger
94281614,60916,passenger
94281615,60917,passenger
94285212,60918,motorcycle
94285213,60919,delivery
94294810,60920,passenger
94294811,60921,passenger
94299611,60922,delivery
94300810,60923,moped
94303809,60924,passenger
94308605,60925,delivery
94308606,60926,delivery
94308607,60927,passenger
94312807,60928,passenger
94315806,60929,delivery
94321802,60930,passenger
94321803,60931,delivery
94322403,60932,motorcycle
94324203,60933,passenger
94324803,60934,passenger
94325401,60935,motorcycle
94326599,60936,bus
94326000,60937,passenger
94328993,60939,delivery
94328994,60940,delivery
94329593,60942,moped
94330193,60943,delivery
94332588,60944,passenger
94332589,60945,delivery
94333186,60947,delivery
94333784,60948,passenger
94333785,60949,moped
94334383,60950,passenger
94334982,60951,delivery
94336181,60953,passenger
94340376,60954,delivery
94340377,60955,passenger
94340976,60956,delivery
94340977,60957,passenger
94342774,60958,delivery
94342775,60959,motorcycle
94345168,60960,moped
94345169,60961,passenger
94345170,60963,delivery
94346365,60964,delivery
94346366,60965,moped
94346367,60966,delivery
94348164,60967,passenger
94348165,60968,motorcycle
94349363,60969,passenger
94349963,60970,delivery
94351160,60971,delivery
94351161,60972,delivery
94358360,60973,delivery
94360756,60974,bus
94360757,60975,passenger
94361357,60976,delivery
94363754,60977,passenger
94363755,60978,delivery
94365552,60979,motorcycle
94365553,60980,delivery
94366750,60981,passenger
94366751,60982,delivery
94367948,60983,delivery
94367949,60984,motorcycle
94371546,60985,delivery
94371547,60986,delivery
94373342,60987,motorcycle
94373942,60989,passenger
94379342,60990,delivery
94381740,60991,motorcycle
94382339,60992,passenger
94382340,60993,passenger
94383540,60994,moped
94384138,60995,delivery
94384736,60996,passenger
94384737,60997,delivery
94386535,60999,passenger
94390134,61000,delivery
94394323,61001,delivery
94394324,61002,motorcycle
94394325,61003,motorcycle
94394326,61004,bus
94394923,61005,passenger
94394924,61008,motorcycle
94396121,61009,delivery
94396122,61010,passenger
94399122,61011,delivery
94402717,61012,delivery
94402718,61013,passenger
94403315,61014,passenger
94403913,61016,motorcycle
94404512,61017,moped
94404513,61018,delivery
94406308,61019,delivery
94406309,61020,bus
94406908,61021,delivery
94408107,61023,delivery
94410504,61024,motorcycle
94410505,61025,passenger
94411701,61026,delivery
94412300,61028,passenger
94413499,61029,delivery
94418898,61030,passenger
94420097,61031,passenger
94427294,61032,delivery
94428491,61034,passenger
94429088,61035,passenger
94429089,61036,passenger
94429688,61037,moped
94429689,61038,passenger
94430886,61039,delivery
94430887,61040,bus
94432082,61041,motorcycle
94432678,61043,delivery
94432679,61044,motorcycle
94433277,61045,delivery
94433278,61046,passenger
94433279,61047,passenger
94436274,61048,bus
94436275,61049,motorcycle
94436874,61050,delivery
94438069,61052,delivery
94438070,61053,delivery
94438071,61054,passenger
94439264,61056,passenger
94439858,61058,delivery
94439859,61059,delivery
94439860,61060,moped
94440457,61061,delivery
94440458,61063,motorcycle
94441651,61064,moped
94441652,61065,delivery
94441653,61067,motorcycle
94442852,61068,passenger
94448249,61069,passenger
94448250,61070,passenger
94450647,61071,moped
94450648,61072,passenger
94453642,61074,delivery
94455430,61078,passenger
94455431,61080,passenger
94455432,61081,motorcycle
94455433,61082,delivery
94456632,61083,delivery
94460827,61085,motorcycle
94462024,61088,delivery
94463223,61089,passenger
94464420,61090,passenger
94464421,61091,motorcycle
94465620,61092,bus
94468617,61093,moped
94468618,61094,bus
94471613,61095,passenger
94471614,61096,passenger
94472212,61097,delivery
94472809,61099,motorcycle
94474005,61100,delivery
94473407,61101,moped
94474007,61102,passenger
94475204,61103,passenger
94475205,61104,passenger
94476999,61105,delivery
94477000,61106,passenger
94478199,61108,passenger
94479992,61109,motorcycle
94480590,61110,passenger
94479993,61111,delivery
94479994,61112,motorcycle
94481191,61113,passenger
94482390,61115,moped
94484787,61116,delivery
94484788,61117,passenger
94486585,61118,delivery
94486586,61119,bus
94489583,61120,passenger
94489584,61121,motorcycle
94491981,61122,passenger
94491982,61123,delivery
94493179,61124,passenger
94493779,61125,delivery
94496176,61126,passenger
94496177,61127,bus
94497974,61128,moped
94497975,61129,delivery
94500368,61132,delivery
94500369,61133,delivery
94502165,61134,passenger
94501566,61135,passenger
94503363,61136,passenger
94504562,61138,moped
94506357,61139,delivery
94506358,61140,passenger
94508156,61142,delivery
94510553,61143,motorcycle
94510554,61144,delivery
94512351,61145,delivery
94512352,61146,moped
94514149,61147,delivery
94514150,61148,passenger
94518347,61149,delivery
94518348,61150,motorcycle
94519545,61151,passenger
94519546,61152,delivery
94523143,61153,passenger
94524340,61155,passenger
94524341,61156,passenger
94527334,61157,delivery
94527335,61159,delivery
94527336,61160,delivery
94528535,61161,delivery
94530926,61162,bus
94530927,61164,passenger
94530928,61165,motorcycle
94531524,61166,delivery
94531525,61167,passenger
94532123,61169,moped
94533318,61171,delivery
94533319,61172,moped
94533916,61173,delivery
94533917,61174,bus
94534516,61175,passenger
94535116,61176,delivery
94545913,61177,delivery
94545914,61178,passenger
94547709,61179,bus
94547710,61180,passenger
94547711,61181,passenger
94549508,61182,passenger
94549509,61183,passenger
94553706,61184,passenger
94553707,61185,delivery
94555498,61186,motorcycle
94555499,61187,bus
94555500,61188,passenger
94556098,61190,passenger
94556099,61191,motorcycle
94556695,61192,delivery
94557292,61193,passenger
94557293,61194,passenger
94558486,61197,passenger
94558487,61198,delivery
94559086,61199,delivery
94559684,61201,passenger
94560283,61202,delivery
94560284,61203,bus
94562681,61204,bus
94562682,61205,passenger
94565675,61206,delivery
94565676,61207,delivery
94565677,61208,delivery
94565678,61209,moped
94574075,61210,motorcycle
94574076,61211,passenger
94575875,61212,delivery
94577072,61213,passenger
94577073,61214,bus
94578266,61215,passenger
94578267,61216,passenger
94578268,61218,delivery
94579467,61219,passenger
94581864,61220,moped
94581865,61221,passenger
94584258,61222,delivery
94584259,61223,bus
94584260,61224,delivery
94584261,61225,delivery
94587860,61226,passenger
94593855,61227,delivery
94593856,61228,passenger
94594455,61229,bus
94594456,61230,delivery
94598653,61231,delivery
94598654,61232,moped
94602249,61233,motorcycle
94602847,61235,delivery
94602848,61236,delivery
94603448,61237,passenger
94605241,61238,passenger
94605242,61239,passenger
94605838,61240,passenger
94605839,61241,motorcycle
94605840,61242,passenger
94607033,61245,passenger
94607034,61246,delivery
94607035,61247,motorcycle
94607635,61248,passenger
94608830,61249,motorcycle
94608831,61250,motorcycle
94609430,61251,passenger
94609431,61252,motorcycle
94617828,61253,passenger
94617829,61254,delivery
94619028,61255,motorcycle
94620225,61256,bus
94620226,61257,passenger
94621426,61258,passenger
94622024,61259,moped
94622623,61260,delivery
94622624,61261,moped
94625017,61262,passenger
94625018,61263,delivery
94625019,61264,delivery
94625020,61265,delivery
94627417,61266,passenger
94627418,61267,motorcycle
94632815,61268,passenger
94634014,61270,moped
94641209,61271,passenger
94641210,61272,passenger
94641807,61273,motorcycle
94641808,61274,delivery
94642407,61275,passenger
94642408,61276,motorcycle
94644205,61277,moped
94644206,61278,moped
94646003,61279,delivery
94646004,61280,delivery
94649003,61281,passenger
94651400,61282,delivery
94651401,61283,delivery
94656199,61284,passenger
94656796,61286,delivery
94657393,61287,passenger
94657394,61288,passenger
94657395,61289,delivery
94657995,61290,delivery
94660995,61291,delivery
94668794,61292,passenger
94671185,61293,delivery
94670587,61294,bus
94670588,61295,delivery
94672384,61297,delivery
94672983,61298,moped
94672984,61299,moped
94677177,61300,delivery
94677178,61302,moped
94677179,61303,delivery
94678977,61304,passenger
94680769,61305,delivery
94680172,61306,passenger
94680771,61308,delivery
94681968,61309,delivery
94682567,61310,moped
94682568,61311,delivery
94684965,61312,passenger
94685564,61313,passenger
94685565,61314,passenger
94687360,61315,passenger
94687361,61316,passenger
94687960,61317,delivery
94689159,61319,passenger
94691556,61320,passenger
94691557,61321,bus
94693954,61322,delivery
94693955,61323,delivery
94695152,61324,passenger
94695153,61325,passenger
94696948,61326,bus
94696949,61327,passenger
94697548,61328,delivery
94697549,61329,delivery
94700548,61330,delivery
94710145,61331,motorcycle
94710146,61332,delivery
94714339,61333,delivery
94714340,61334,moped
94714938,61336,passenger
94714939,61337,delivery
94716138,61338,passenger
94718531,61339,motorcycle
94719125,61340,passenger
94719126,61341,passenger
94719127,61342,delivery
94719128,61343,passenger
94719129,61344,delivery
94720924,61347,passenger
94720925,61348,passenger
94722724,61349,passenger
94724519,61350,moped
94724520,61351,passenger
94724521,61352,delivery
94729316,61353,motorcycle
94729916,61354,delivery
94729317,61355,moped
94734112,61356,bus
94734113,61357,motorcycle
94734712,61358,delivery
94734713,61359,motorcycle
94747313,61360,passenger
94748510,61361,delivery
94749709,61363,motorcycle
94751508,61364,motorcycle
94755105,61365,delivery
94755106,61366,delivery
94758103,61367,passenger
94758104,61368,passenger
94761101,61369,passenger
94762300,61371,passenger
94768897,61372,passenger
94768898,61373,delivery
94775495,61374,motorcycle
94775496,61375,motorcycle
94780291,61376,motorcycle
94780292,61377,moped
94781484,61379,motorcycle
94782081,61380,delivery
94781485,61381,moped
94782083,61382,delivery
94782084,61383,passenger
94784478,61386,delivery
94785076,61387,delivery
94785077,61388,passenger
94785078,61389,delivery
94788073,61390,motorcycle
94788074,61391,motorcycle
94788673,61392,passenger
94788674,61393,delivery
94791071,61394,moped
94791072,61395,delivery
94795269,61396,passenger
94795270,61397,delivery
94804269,61398,delivery
94808469,61399,passenger
94809669,61400,bus
94816266,61401,passenger
94816267,61402,moped
94824664,61403,motorcycle
94824665,61404,delivery
94825862,61405,passenger
94825863,61406,bus
94830058,61407,passenger
94830059,61408,passenger
94831258,61410,passenger
94832453,61411,passenger
94833051,61413,passenger
94833052,61414,passenger
94833652,61415,delivery
94840843,61416,passenger
94840844,61418,delivery
94840845,61419,delivery
94842038,61421,delivery
94842039,61422,passenger
94842040,61423,motorcycle
94842041,61424,passenger
94843838,61425,delivery
94843839,61426,motorcycle
94846836,61427,bus
94846837,61428,delivery
94852230,61429,moped
94852231,61430,passenger
94852232,61431,delivery
94852233,61432,motorcycle
94853430,61433,delivery
94853431,61434,motorcycle
94855828,61435,delivery
94855829,61436,delivery
94857028,61437,passenger
94861827,61438,bus
94863626,61439,moped
94867823,61440,delivery
94867824,61441,passenger
94870821,61442,delivery
94870822,61443,delivery
94872618,61444,passenger
94872019,61445,moped
94878615,61446,delivery
94878616,61447,moped
94879216,61448,moped
94887613,61449,motorcycle
94887614,61450,passenger
94890013,61451,motorcycle
94891810,61452,passenger
94891811,61453,bus
94905008,61454,passenger
94905009,61455,delivery
94906804,61456,passenger
94906805,61457,passenger
94906806,61458,passenger
94914603,61459,passenger
94914604,61460,delivery
94926003,61461,passenger
94939203,61462,passenger
94945800,61463,passenger
94945801,61464,passenger
94950598,61465,delivery
94950599,61466,delivery
94960799,61467,bus
94961399,61468,delivery
94966198,61469,delivery
94967996,61470,delivery
94968595,61471,moped
94968596,61472,passenger
94972191,61473,delivery
94972192,61474,passenger
94972791,61475,passenger
94972792,61476,passenger
94974589,61477,passenger
94974590,61478,delivery
94981785,61479,motorcycle
94981786,61480,delivery
94982385,61481,delivery
94983584,61483,passenger
94985981,61484,passenger
94985982,61485,passenger
94990173,61486,delivery
94990174,61487,delivery
94990175,61488,passenger
94990176,61489,motorcycle
94990775,61490,passenger
94990776,61491,delivery
94991973,61492,delivery
94991974,61493,delivery
95004569,61494,passenger
95004570,61495,passenger
95005167,61496,delivery
95005765,61498,passenger
95005766,61499,moped
95006366,61500,delivery
95007561,61501,motorcycle
95008159,61502,passenger
95008160,61503,passenger
95008161,61504,delivery
95013554,61505,bus
95013555,61506,passenger
95013556,61507,delivery
95014751,61509,delivery
95014752,61510,motorcycle
95017744,61514,delivery
95017745,61515,passenger
95018345,61516,delivery
95019542,61518,motorcycle
95020741,61519,moped
95025538,61520,motorcycle
95026137,61521,moped
95026138,61522,passenger
95027935,61523,delivery
95027936,61524,bus
95032133,61525,passenger
95032134,61526,moped
95041731,61527,passenger
95042930,61529,bus
95044128,61531,delivery
95044726,61532,motorcycle
95045325,61533,moped
95045326,61534,delivery
95050121,61536,delivery
95050122,61537,passenger
95050720,61538,passenger
95051319,61539,delivery
95051320,61540,motorcycle
95051918,61541,passenger
95052516,61542,moped
95052517,61544,delivery
95053716,61545,delivery
95057916,61546,motorcycle
95065115,61547,motorcycle
95072910,61548,passenger
95072911,61550,delivery
95074707,61551,passenger
95077104,61554,delivery
95081901,61555,motorcycle
95081902,61556,passenger
95084302,61557,moped
95095699,61559,passenger
95096894,61560,passenger
95096895,61561,delivery
95097495,61562,moped
95102292,61563,delivery
95103491,61565,motorcycle
95106488,61566,delivery
95106489,61567,passenger
95112486,61568,passenger
95112487,61569,motorcycle
95122087,61570,motorcycle
95125084,61571,motorcycle
95125085,61572,moped
95126282,61573,passenger
95126283,61574,moped
95132883,61575,moped
95133483,61576,passenger
95137679,61578,passenger
95137680,61579,delivery
95138879,61580,moped
95140676,61581,delivery
95140677,61582,delivery
95150876,61583,delivery
95152672,61584,delivery
95152073,61585,motorcycle
95154470,61586,delivery
95154471,61587,delivery
95156267,61588,passenger
95155668,61589,passenger
95158665,61590,motorcycle
95158666,61591,motorcycle
95161063,61592,moped
95161064,61593,moped
95162261,61594,delivery
95162262,61595,passenger
95166461,61596,delivery
95183258,61597,moped
95183259,61598,moped
95197656,61599,delivery
95197657,61600,passenger
95216854,61601,moped
95216855,61602,passenger
95235454,61603,moped
95236054,61604,delivery
95236654,61605,bus
95242054,61606,motorcycle
95244451,61607,moped
95244452,61608,motorcycle
95246851,61609,delivery
95246852,61610,delivery
95248052,61611,delivery
95251051,61612,passenger
95251052,61613,passenger
95253449,61615,moped
95253450,61616,delivery
95254050,61617,passenger
95258847,61618,delivery
95258848,61619,passenger
95261245,61620,delivery
95262444,61622,delivery
95264844,61623,passenger
95266644,61624,passenger
95269041,61625,delivery
95269042,61626,delivery
95270237,61627,passenger
95270238,61628,moped
95270837,61629,motorcycle
95270838,61630,passenger
95272635,61631,delivery
95272636,61632,passenger
95277436,61633,delivery
95278636,61634,motorcycle
95280436,61635,moped
95289436,61636,passenger
95293035,61637,moped
95302632,61638,passenger
95302633,61639,delivery
95305028,61640,passenger
95305029,61641,delivery
95305030,61642,delivery
95309227,61643,delivery
95309228,61644,delivery
95318219,61647,passenger
95318220,61648,passenger
95318819,61649,passenger
95320018,61651,delivery
95323015,61652,passenger
95323016,61653,moped
95327813,61655,motorcycle
95329012,61656,motorcycle
95332007,61657,passenger
95332008,61659,bus
95333207,61660,delivery
95351807,61661,passenger
95366804,61662,delivery
95366805,61663,passenger
95370402,61664,delivery
95371599,61666,delivery
95372198,61667,motorcycle
95372199,61668,motorcycle
95373996,61669,delivery
95373997,61670,moped
95376990,61671,motorcycle
95376991,61672,delivery
95377589,61673,passenger
95376992,61674,passenger
95378187,61675,passenger
95378781,61676,motorcycle
95378782,61678,moped
95379975,61679,motorcycle
95379378,61680,delivery
95379977,61681,motorcycle
95379379,61682,passenger
95379979,61683,delivery
95387776,61684,delivery
95387777,61685,delivery
95394976,61686,bus
95402773,61687,passenger
95402774,61688,delivery
95423171,61689,passenger
95423770,61690,delivery
95423771,61691,passenger
95427368,61692,passenger
95427369,61693,delivery
95432164,61694,passenger
95432762,61696,passenger
95433959,61698,motorcycle
95433960,61699,passenger
95445957,61700,passenger
95447156,61702,passenger
95451352,61703,delivery
95451951,61705,motorcycle
95452551,61706,passenger
95457351,61707,passenger
95459748,61709,moped
95460947,61710,motorcycle
95463344,61712,delivery
95464543,61713,passenger
95478342,61714,passenger
95487342,61715,passenger
95489740,61716,moped
95489741,61717,motorcycle
95489742,61718,delivery
95492741,61719,moped
95492742,61720,moped
95495739,61721,motorcycle
95495740,61722,passenger
95498137,61724,bus
95499336,61725,passenger
95504736,61726,motorcycle
95506535,61727,passenger
95520932,61728,passenger
95520933,61729,motorcycle
95522132,61730,passenger
95541329,61731,moped
95541330,61732,delivery
95543129,61733,passenger
95546126,61734,motorcycle
95546127,61735,delivery
95546727,61736,motorcycle
95549726,61737,passenger
95552125,61738,passenger
95553922,61739,delivery
95553923,61740,passenger
95563523,61741,passenger
95564123,61742,motorcycle
95566520,61743,delivery
95566521,61744,moped
95570118,61745,delivery
95570119,61746,delivery
95577916,61747,passenger
95577917,61748,passenger
95582117,61749,motorcycle
95584517,61750,delivery
95588714,61751,delivery
95588715,61752,motorcycle
95595915,61753,delivery
95598312,61754,delivery
95598313,61755,bus
95600110,61756,motorcycle
95601305,61758,passenger
95601306,61759,passenger
95601307,61760,delivery
95606104,61761,delivery
95606105,61762,delivery
95608503,61763,delivery
95609102,61764,passenger
95610301,61766,passenger
95612700,61767,motorcycle
95613897,61768,delivery
95613898,61769,passenger
95615095,61770,passenger
95615096,61771,passenger
95618692,61772,passenger
95618693,61773,bus
95618694,61774,passenger
95621691,61775,passenger
95621692,61776,delivery
95628892,61777,moped
95642689,61778,passenger
95642690,61779,passenger
95643290,61780,delivery
95645690,61781,motorcycle
95652287,61782,passenger
95652288,61783,passenger
95654688,61784,moped
95655286,61785,passenger
95655883,61786,passenger
95655884,61787,delivery
95657081,61790,motorcycle
95657082,61791,delivery
95659475,61792,delivery
95659476,61793,motorcycle
95659477,61794,delivery
95659478,61795,delivery
95668475,61796,passenger
95668476,61797,delivery
95669076,61798,delivery
95673873,61799,delivery
95675072,61801,passenger
95680461,61802,passenger
95680462,61805,delivery
95680463,61806,delivery
95680464,61807,passenger
95681657,61810,moped
95682852,61812,passenger
95682853,61813,passenger
95682854,61814,passenger
95684047,61815,bus
95684048,61816,moped
95684643,61818,passenger
95684644,61819,passenger
95684645,61820,motorcycle
95685243,61821,bus
95686436,61823,passenger
95686437,61824,passenger
95686438,61825,passenger
95688232,61827,passenger
95688233,61829,passenger
95690630,61831,passenger
95694827,61832,delivery
95694828,61833,passenger
95698425,61834,motorcycle
95698426,61835,passenger
95700823,61836,delivery
95702022,61838,bus
95708619,61839,passenger
95708620,61840,moped
95712817,61841,motorcycle
95712818,61842,motorcycle
95714017,61843,delivery
95715814,61844,delivery
95715815,61845,moped
95721812,61846,motorcycle
95721813,61847,motorcycle
95726008,61848,moped
95726009,61849,delivery
95726608,61850,delivery
95728406,61852,delivery
95730803,61853,delivery
95730804,61854,passenger
95732601,61855,delivery
95732602,61856,delivery
95734393,61857,delivery
95734394,61858,passenger
95734395,61859,motorcycle
95734396,61860,delivery
95734995,61861,moped
95734996,61862,bus
95736793,61863,motorcycle
95736794,61864,motorcycle
95738589,61865,passenger
95738590,61866,passenger
95739189,61867,moped
95739190,61868,passenger
95745187,61869,bus
95745188,61870,passenger
95746383,61871,delivery
95746384,61872,passenger
95746983,61873,passenger
95746984,61874,moped
95749981,61875,delivery
95749982,61876,delivery
95752378,61877,passenger
95752379,61878,passenger
95754177,61880,motorcycle
95755974,61881,moped
95755975,61882,moped
95761372,61883,passenger
95761373,61884,passenger
95766770,61885,delivery
95767369,61886,delivery
95767370,61887,delivery
95773367,61888,passenger
95773368,61889,delivery
95775165,61890,passenger
95775166,61891,passenger
95778165,61892,delivery
95786562,61893,moped
95787761,61895,passenger
95793758,61896,bus
95793759,61897,motorcycle
95800956,61898,delivery
95800957,61899,delivery
95805156,61900,passenger
95806353,61901,passenger
95806354,61902,motorcycle
95808751,61903,passenger
95808752,61904,motorcycle
95811149,61905,motorcycle
95811150,61906,moped
95818347,61907,passenger
95818348,61908,delivery
95820145,61909,delivery
95820146,61910,delivery
95825543,61911,delivery
95825544,61912,delivery
95827941,61913,delivery
95827942,61914,passenger
95832139,61915,delivery
95832140,61916,delivery
95844737,61917,passenger
95844738,61918,motorcycle
95846535,61920,delivery
95847734,61921,delivery
95857331,61922,delivery
95858530,61924,delivery
95863327,61925,delivery
95863328,61926,passenger
95865118,61927,delivery
95865119,61928,passenger
95865120,61929,delivery
95865121,61931,passenger
95866919,61932,bus
95870514,61933,delivery
95871112,61936,passenger
95871711,61937,motorcycle
95872311,61938,delivery
95875310,61939,moped
95875910,61940,moped
95877105,61941,passenger
95878300,61943,passenger
95878301,61945,motorcycle
95878901,61946,passenger
95879501,61947,bus
95884898,61948,passenger
95884899,61949,motorcycle
95886696,61950,passenger
95887891,61953,motorcycle
95887892,61954,delivery
95889091,61955,motorcycle
95890888,61956,delivery
95890889,61957,moped
95894486,61958,motorcycle
95894487,61959,passenger
95897484,61960,motorcycle
95897485,61961,passenger
95899282,61962,passenger
95899283,61963,passenger
95901083,61964,delivery
95907680,61965,motorcycle
95907681,61966,moped
95926878,61967,bus
95928073,61969,delivery
95928074,61970,delivery
95929267,61972,moped
95929268,61973,passenger
95929269,61974,passenger
95929868,61975,delivery
95931063,61977,delivery
95931658,61979,passenger
95931659,61980,motorcycle
95931660,61981,delivery
95932258,61982,passenger
95932857,61984,moped
95933457,61985,bus
95935254,61986,delivery
